text,label
购游戏包送大礼，iPad3、天翼话费周周奖、月月送，等你来拿！http://game.189.cn/hd/yxbslj?PUSHID=4256070135&P=18098884777,1
你好，中信集团长期在本地发放小额贷款，免抵押，免担保，年息15， 当天办理可放款。联；13857719563.刘经理。,1
找工作有奖拿，还能挣工分？拨打“12582”找工作登简历、回复“地区+岗位”搜索岗位，挣工分同时可抽取100元电子券，累积工分可兑话费手机！详询12582,1
尊敬的老客户您好，清凉入夏，本店爆款蕾丝高弹超薄九分裤，直降冰点，快乐冰点价仅98元！领取冰袋享优惠，最高满减100、加群享秒杀、加帮派签到送优惠券，好评即可赢大奖！兴依璐服饰旗舰店xingyilu.tmall.com,1
"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",0
Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,1
本周六日大型澳大利亚房产展在上海明天广场万豪酒店5楼举行，首付20万毗邻顶级名校，澳洲房产移民留学一站式服务4001825388【澳信集团】,1
【脉脉】在“脉脉”上发消息给您。如需回复请打开脉脉。http://t.cn/8FhH6Up  回复N退订,0
【招商证券】财富版：央行将存款保险条例向社会公开征求意见；证监会称注册制方案已上报国务院。指数上周五天量再收长阳线，强势格局下应注意板块轮动及调仓操作，关注估值较低的银行、航空等优质板块投资机会。投资建议仅供参考，回复N退订。,0
您尾号为1984的浦发信用卡积分已经到期，即将清零，温馨提醒您于本月月底前登陆浦发信用卡网站兑换您心仪的礼品。祝您用卡愉快【浦发银行】,0
"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",1
Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),1
"尊敬的客户，您本月短信20元套餐(350条短信),还剩246条;国内主叫通话免费200分钟,还剩39分钟;免费300M流量,还剩184.66MB;VPMN组内客户省内通话免1500分钟,还剩1439分钟;(该数据仅供参考，不直接用于计费)。",1
关于订单1029389839航变事宜，我司会在今天尽快联系您处理，请知晓。【携程网】如需屏蔽，回复0000,0
[艺龙]感谢您的预订!机票票号618667191返现3.00元已充入您的艺龙现金帐户详见eLong.com 拒收所有短信直接回复TD,0
新品别墅升级上市，140万起，150-180平，户户通温泉，不限购，赠庭院、地下室、大露台，认筹2万抵10万，4000112656[房讯通],1
500平米200万起，生态花园温泉别墅，紧邻首 都新机场、极品酒店SPA，预约送大礼 4006010675,1
Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,1
ok，多谢！,0
“酷热夏季，冰点钜惠”五一热堵挤出行难，盛邀莅临【北宸?御景】逛花园品凉茶。1期近售罄2期盛夏入市，买到即是赚到！8848158【浩跃地产】,1
"It could work, we'll reach a consensus at the next meeting",0
您好，目前北京移动可提供多种充值缴费方式，您可以通过购买充值卡拨打13800138000，到营业厅交纳话费或预存，也可通过北京移动网站进行网上充值（随e行暂不支持）或购买充值卡。感谢您的使用！,0
Ok lor thanx... ÌÏ in school?,0
"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",0
\Hey sorry I didntgive ya a a bellearlier hunny,0
How dare you change my ring,0
好房子不在图纸上，买房子就要眼见为实！喜庆利港银河新城3#楼真石漆高质感外立面即将呈现，88~142平百余套特价房源特惠放量8256666,1
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,1
上海市第一妇婴保健院温馨提醒：您今天有新的检验报告产生，现在可以查询（查询条码为YL00383065)【第一妇婴】,1
"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",0
Finally the match heading towards draw as your prediction.,0
"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",0
您的手机铃音还是千篇一律的歌曲吗？太out啦，回复任意开通“个性化铃音”，可无限量制作自己的专属铃音，五元包月。拨1015558抢先体验,1
十里南京路，稀缺纯一楼独立产权商铺，房东出国惜售，390万入驻上海滩A级商圈。约看：赵15026441636 中原独家贡献【中原】,1
【招商证券】沪港通将于11月17日开通。预参与者请尽快登录招商牛网-网上营业厅-开通沪港通，帐户需有50万资产才能成为有效户。详情请来电。15811535171.大盘短线有调整态势，但今日有沪港通启动信息，估计大幅调整的概率不大。仅供参考。--胡东升[回B退订],0
"I can probably come by, everybody's done around  &lt;#&gt;  right?",0
为了回馈广大客户，在本月会所推出“每月只需1元，加12元送1年”的活动，仅限前50名，欢迎前来会所参观体验3330222【铭仕国际健身会所】,1
Ok.. ÌÏ finishing soon?,0
【3G应用小贴士】超级豆神马的不需要，有木有！黄金、NewPad等大奖，要不要！！参加“江苏电信 翼起来掼蛋”争霸赛成绩不理想？现在练手还来得及！【掼蛋】免费参加下载地址：http://202.102.41.22/ds.jsp?ms=b10009536b10001765a100656,1
【格斗之王3】——重温红白机时代格斗游戏的欢乐时光，美女与血浆，暴力和杀戮，构成了这款令人血脉喷张的格斗游戏，一起来体验游戏带给你的强烈快感吧！手机下载：http://126.am/gxGwM1,1
好消息！www.328282.com同花顺娱乐城真人在线赌博；百家乐，皇冠体彩，时时彩，六合彩投注，注册开户即送28元，百万提款五分钟到帐。,1
鸿泰信贷：本公司提供大、中、小额贷`款，月息3半年10年息15，无抵押无担保，当天办理当天放款，联系人13675875126【张主任】,1
您尾号7544卡13日14:26网上银行支出(消费)158元。【工商银行】,0
"您尾号7544卡29日16:37ATM支出(ATM取款)3,000元。【工商银行】",0
探秘中国唯一核武器生产单位[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mfy/temUU,1
【北京大学国学大讲堂】修中西方哲学智慧、提升管理理念、修身、齐家、治企。名师研读经典，高端平台。5月24日山东班01052962268,1
美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mgE/sEYI1,1
Ard 4 lor...,0
I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,0
【北京保险行业协会】温馨提示：您在泰康销售购买了泰康人寿保险北京分公司的保险产品，保单号21142741213560786，保费0元，保险期间自2014-12-09至2014-12-15，保险责任及保额等信息请登陆www.biabii.org.cn查询。,0
旺铺火 热招商，后湖核心商圈【幸福里商业街】30-2000平商铺虚位以待，星巴克、麦当劳、公馆KTV已入驻。招商热线82790598,1
贵账户1407于06月04日08:40发生直付通/快捷支付扣款，金额人民币2.99，详询95555[招商银行],0
台湾宅男女神安心亚安阳歌友会将于5月26日中原宾馆演艺厅华丽举行。现在回复TJ开通无线音乐咪咕特级会员就有机会获得歌友会门票！还有正版CD及移动话费等你拿。还等什么，快来参与吧。详情请点击 http://139url.cn/982ksz,1
纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mh3/Wyu4O,1
深圳东步行街产权铺！8万/间带1500元/月租约！少量铺位有高额顶手费！门槛低，出证快，可短炒，可传承！全城轰动。0752-3309333,1
Ill be there on  &lt;#&gt;  ok.,0
nian430请打开此链接以重置您的密码：https://account.nokia.com/acct/r?id=MRNYFVBeVi&lang=zh,1
"尊敬的客户：目前您名下尾号为6494的信用卡已经超过6个月未使用，为保证您的用卡安全，我行已将其账户人民币额度调至10,000。如果您再次用卡，额度将在用卡次日恢复。若您急需用卡，请致电95588进行调额业务申请。工银信用卡【工商银行】",0
企业400虚拟总机，包月仅需300，独特的靓号码帮您提升企业形象，活动期间豪礼相送ipad4、4s等您来拿。咨询4000323258【分拓】,1
How come guoyang go n tell her? Then u told her?,0
您好！截至到2014年03月29日15时29分，您已使用数据流量7.3MB，套餐内剩余流量142.71MB，其中剩余国内通用流量100.0MB，本地流量剩余量42.71MB，感谢您使用流量查询服务。中国移动,0
Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),0
抚州楼盘谁最浪费？舍去地面车库、车位的利益，全人车分流，让孩子在花园玩得更撒野！高尔夫缓坡景观楼王预约中8230000【伟星浪琴湾】,1
小邹提醒您：再慢下手就没了！抢最后一批恐龙园大门铺！本月25日起全城认筹，总价50万起十年稳定收益旺铺。13776896845【迪诺水镇】,1
Probably earlier than that if the station's where I think it is,0
哈尔滨华南城，长江路全业态城市商业综合体，千余家五金机电、家装建材大户铁定入驻。现推出二层独立产权门市，总价49万起！18246008344,1
您的华夏卡（**8346），04月24日16:34到帐人民币3204.60元，柜台代发工资，余额3204.60元【华夏银行】,0
点击链接，即可激活您的淘宝账号，完成注册 http://u.m.taobao.com/r/8ee4qhm6wxm.htm[淘宝网],1
纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mgX/N3eyr,1
汽车 “随兴贷”，好车“随兴开”；额度高，免担保，最快2小时获批，询兴业银行贵宾尊享热线：38909975,1
广州中信广场附近有深圳发展、中信银行、中国银行，附近体育西路的TOP吧，非常不错还带有自助餐。2元/条，客服电话：020-28913429,1
"双色球 第2014029期开奖号码:02,07,14,16,21,29:14。双色球自选回“S#投注号码*倍数”（投注号码为6个红球1个蓝球，多注用#隔开，最大为5注），回复HS获取更多双色球帮助信息。其他彩种帮助信息回复“H+彩种代码”，如回HD获取大乐透帮助信息。【中国移动手机彩票】",0
纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mh3/VrcEE,1
Want to send me a virtual hug?... I need one,0
今天杭州发生一件很惨的事情！机场路附近一个小孩头被碾碎，详情点击http://wap.189hz.com/r/mYfAJz,1
纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mh9/nEFmY,1
M假如的伙伴，如果你再近需要*钱、我们竭城为你解忧，年１５，免担*保，联系：(1528一6828一808)魏先生,1
尊敬的中銀客戶：您的美食卡已辦妥，請於銀行辦公時間內到申請行領取。感謝您使用中銀信用卡，查詢請致電 888 95566。,1
买黄金不如买商铺！滨江商务区绝版地段独栋商铺首发！【绿地武汉606】100-600平临江品牌展厅耀世登场！仅3席！4006633527,1
学生如何调整状态赢在期末考！一线教师为你答疑解惑，梳理难点，改善学习方法，20天语数外物化突破高分，另设暑假特色托管！询82191880,1
"盐开水（15600569551)希望加您为飞信好友:你好，我是手机卫士运营 张峰""同意回复Y",0
您手机绑定Q号为184684198，回Y为此Q号开通绿钻，享受各项音乐特权，如需为其他Q号开通请回复Q号免费绑定。询95105787,0
好的！,0
87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,1
月供650抢房活动！买一层送一层！地铁口、大学城、26万方商业！37-75方宝龙-龙公馆，存5千抵2万即将开盘！86683355【杭州宝龙】,1
Unlimited texts. Limited minutes.,0
"【中国平安】尊敬的客户您好，平安直通车险为您私人定制承保方案，请点击 u.pingan.com/u/2Izym2 查看，还享超多专属回馈。报价详情：交强险765.41元,商业险2617.51元，含(车辆损失险96800,商业第三者责任险500000,全车盗抢险47432,司机座位责任险10000,乘客座位责任险4*10000,玻璃单独破碎险(国产),及相关不计免陪)车船税350元，仅供参考，最终价格以出单为准。详询95511转4转2转1朱滔工号810473。",0
"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",1
Thanks honey. Have a great day.,0
"惠鑫今日尾盘带学员共同注入000060中金岭南,明午将做高抛出,敬请关注,请勿追买,合作专线:0752—8465229【惠鑫机构】",1
江苏联通3G晚间随意玩流量包月优惠套餐全新上市，回复1701开通10元包1G省内流量、回复1702开通30元包5G省内流量，晚间时段为每日23点至次日8点。订制立即生效，点击链接也可轻松办理：       http://go.js165.com/i/1/pi4kf5yn,1
好莱坞女星安吉丽娜.朱莉罕见SM照片曝光，为防癌已切除傲人双乳！请看“娱乐”新闻： http://t.cn/zTs7DPe 另，现在到联通营业厅下载软件可获赠500M省内流量，赶快行动吧！,1
戈:原因是？【发自飞信】,0
总价20万起，不限购、不限贷！航海路京广路【京莎广场】40-100㎡商务公寓开盘在即，最后筹位全城告急，1万抵2万钜惠将止55559333,1
专家呼吁增设春夏小长假[新浪]-中国移动冲浪助手:http://go.10086.cn/nd/meA/d1DMs,1
Esplanade lor. Where else...,0
"【财付通】813037(微信支付验证码,请勿泄露),您于15:23使用尾号7544的工商银行卡发起交易1544.00元",0
财富收盘版：指数强势震荡收复2100点整数关口，个股表现活跃，早盘短信提示优质品种表现良好可继续持有。投资建议仅供参考。【招商证券】,0
【招商证券】券商股近期受政策利好影响表现不错，建议积极关注。仅供参考--胡东升,0
温馨提示，截止8月17日24时，您当月套餐内流量已使用152.40MB，剩余流量147.60MB。登录 wap.10010.com 直充话费，方便又打折!,0
纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mh9/wopp8,1
【联通赠刊】苍井空广告书法卖60万 网友表示：愚蠢的人类       http://hao.hb165.com/i/1/EMPECVFo,1
"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",1
9周年特惠!玉兰油多效美白防晒霜50g特价69.9!个护、男士用品、化妆多品牌联合大促159减50【苏宁美妆频道】4006160066,1
"Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",1
Short But Cute : \ Be a good person ,0
"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",1
嫌去澳门太麻烦，免费注册就能玩，澳门官方现金网御匾会娱乐城http://ybh6789.com注册开户即送现金268元，敬请收藏并相互转告！,1
【支付宝】感谢选择淘旅行预定机票/酒店！赠您10元快的打车券，您可通过“快的打车”预约出租车，支付时抵扣10元车费，祝您旅途愉快！,0
"双色球 第2014035期实战9+3专家推荐:红球01,08,12,14,22,23,24,26,32；蓝球01,04,07。上述内容仅供参考，不保证中奖。双色球自选回“S#投注号码*倍数”（投注号码为6个红球1个蓝球，多注用#隔开，最大为5注）。帮助回H。本期截止时间为19:23，22:00后回复购买下期。【中国移动手机彩票】",0
甜，520正在爱欧莱雅300减100再送300，再送您欧莱雅300减50券87664579密码9df1dcf088洗护除外仅今日用【乐蜂网】,1
亭湖新区实验学校一路之隔“力拓倾城”三期90-120方浓情五月全城公售，中心组团超大栋距，老客户带新客户更有豪礼相迎89889888【力拓】,1
海南两名带幼女开房的疑犯已被提请逮捕，校长照片曝光。请看“头条”新闻图片：http://t.cn/zTsh9xw 另，现在到联通营业厅下载软件可获赠500M省内流量，赶快行动吧！,1
柳港园联通营业厅5月特惠再续：预存1999送中兴智能手机+1200话费+电动车或32寸液晶电视、电脑、电热水器6030648、6032308,1
火的“一塌糊涂”的 “找你妹”你玩了吗？淘气的妹妹要挑战你的视力极限，您只要点击找你妹 http://139url.cn/9yn2dx 免费下载立即体验！,1
"（接上条）立即回复#FQ#580651即可将您此笔1,210.00元交易分6期偿还，每期本金201.66元，每期手续费9.08元。[招商银行]",0
Take us out shopping and Mark will distract Isaiah.=D,0
"[PUSH]动感地带快讯，您有1条飞信消息未读,点此查看",1
相伴十年，感恩你我。泡泡课程六一大促销，课程最低打9折，并有神秘大　奖等你抽！机会难得，不容错过。详询：63355881【郑州新东方】,1
【京东】尊敬的客户，您的订单（4907214464）已出库发货，正在配送中，请您耐心等待。京东不会以订单无效为由主动要求您提供银行卡信息操作退款，谨防诈骗！如需退订，请回复CKTD。,0
【中国平安】尊敬的平安直通车险客户您好，您车牌尾号为19J5的车险即将于1月到期，专属您的平安续保专员将在近期与您联系。投保咨询请拨95511转4转2或点击 u.pingan.com/u/xb 。若已续保请勿理会。,0
凭什么刚需就得蜗居？玉水金岸三期开盘在即，首付7万起轻松拥有玉溪大河边舒适三房，刚性需求享受大宅生活，贵宾热线8896999。【玉水金岸】,1
移珉让留学不花钱。美投50万美金全家获绿卡，加省提名最后冲刺魁省重启。子女免费读名校26日14点瑞诗酒店7楼4006990808【亨瑞咨询】,1
[PUSH]-探秘中国唯一核武器生产单位[搜狐]-中国移动冲浪助手:,1
《泰囧》特辑之电梯性感美女Rose到底是人妖吗http://v.qq.com/cover/g/gt5flujlenarku8/t00111ivs42.html,1
"【携程】十一假期早规划,即日起至8月15日,凡购买任我游满10000元送300,依次类推，上不封顶,详询10106666*7. 回T退订",0
全新现 房5680元/平米起！大兴70年产权自由购， 地铁4号线首站花园洋房，即买即住！绝佳居住养生：咨询热线 4006119719,1
ye,0
黄金结束七连阴昨夜迎来反弹，中国GDP下调增速至7.7，资金集体观望美国数据，伯南克对QE持续性、退出时机的讲话将决定黄金中期基本面走势，今日招财投资金条291元/克，招财猫金条299.9元/克，详询营业部85495878[招商银行],1
Long beach lor. Expected... U having dinner now?,0
专为业主提供房产低息待款：红本房快速融资、按揭房再贷，月息仅6厘；各类信用待款（月息6-9厘）。华信通朱经理:13613070151,1
信用卡1984于1月23日13:29消费人民币326.60元。可加“浦发银行信用卡中心”官方微信查询。【浦发银行】,0
【唐家欧美】尊敬的唐家会员：12月1日至9日，双12百款特供新品会员抢先享受双12疯抢价tanghouse.m.taobao.com,0
探秘中国唯一核武器生产单位[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mfm/C99pI,1
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,1
"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...""",0
你好：我公司有国/地税各行业正规票据优惠提供。详询；13826531036李经理。（另外：我公司还可回收贵公司的剩余各种进项。） 祝；商祺,1
"随缘,附近有美女给你打了招呼,来看看?http://youyuan.com/?z=15gGaZQ6d【有缘网】",1
U buy newspapers already?,0
"张文静（15022765651)希望加您为飞信好友:安全卫士id化--张文静""同意回复Y",0
"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",1
您还在因为资金问题而烦恼吗？本公司提供专业贷款简单快捷。当天可放款1-100万，电话15337270275，请保留此信息以备用。,1
19日16:14致13520867436短信送达。打造一平米养心阅读角：墙角支起三角造型“帐篷”，里面铺坐垫、靠包，窝在此处读书，安静闲适,1
"""截止到2014年08月20日，您的帐户当月可用余额为0.00元。",0
尊敬的现代城1#507业主您好：11月9日是您的生日，在此，远行地产全体员工祝您生日快乐，并对您选择远行地产表示衷心的感谢。,0
贺周五建【0320振华重工】今早最高拉升6个点以上，大胆淘金稳定盈利！午盘带领散户建仓有望涨停金股。提前预约4006322658【金源财经】,1
洲际酒店集团全新推出“提前预订特惠价”，只要登陆 cn.ihg.com 手机官网预订大中华区酒店，即可免预付享折扣，让您的旅行尽在掌握。,1
特大喜讯：今年最后一次大闪卖，沪上最低，时不再来，96年鲍鱼卖白菜价了！干鲍498，湿鲍598！咨询或退订13636465685[白玉兰],1
尊敬的客户：广发轮动基金认购期将于本周结束，根据经济周期、行业轮动策略进行合理配置。拟任明星基金经理朱纪刚，其所管理的广发核心今年增长31，有闲置资金需要配置的可以联系理财顾问【岳先正13880283801】或95536转9【国信证券】,1
美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mgp/17htFX,1
十年封疆，天津絶版！领世郡最后、最新、最高端纯独栋墅王【中央御墅】5.18全球首发，最大赠865平超大庭院，样板区盛装绽放88538888,1
Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL,1
嘿~小伙伴向你（尾号8809）发起匿名聊天：*那*。是表白？点 http://msk.cm/xaPC1hZz 看详情【马赛克】,0
目的地址不可达,1
Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,1
Lara said she can loan me  &lt;#&gt; .,0
"Haha figures, well I found the piece and priscilla's bowl",0
You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,0
"Haha good to hear, I'm officially paid and on the market for an 8th",0
纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mgR/TcUas,1
Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,0
3賬單:截數日期18/05/13流動電話賬戶39674666話音2114分鐘數據1.0GB文字0多媒體0應繳 $396到期日01/06/13閣下可透過 www.three.com.hk 或Planet 3進入客戶服務查詢賬單詳細資料或按*231查詢客戶號碼及應繳款項。此外，閣下按此連結 http://www.three.com.hk/QRCode/qrcode.jsp?lang=chi&parm=ZIDWXVx9fcZfciyTEJFXbPP0MCXniWhMlY50%2Fu7v31dkbboUOBpQKA%3D%3D 收取QR碼，即可於全線屈臣氏個人護理店以 QR 碼繳費。在漫遊時瀏覽 QR 碼，須繳付漫遊數據費。,1
海南幼女开房案校长照片曝光-图[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/m9v/OANCK,1
"[电话] 13811382650""",0
今15元建【300223】明主力进入必涨5！我司做庄控股，今买明卖，稳定收益！切勿错失赚钱最佳良机，内线电4006330658【广福基金】,1
"订单号2684144支付成功，房间为您整晚保留。手机预订优惠多多,详询 http://m.7daysinn.cn/m【7天连锁】",0
We have to pick rayan macleran there.,0
"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",0
88066 FROM 88066 LOST 3POUND HELP,1
"【申通快递】您的订单:20140904150454358,预约取件时间为:09月04日15时00分至19时00分,目前已分配至北京第三分公司,取件员沈晓磊(13370109712)。请保持手机畅通，取件员将尽快上门揽件，感谢您的支持。",0
Thanx 4 e brownie it's v nice...,0
Heehee that was so funny tho,0
What time. IÛ÷m out until prob 3 or so,0
还在拿手机当手机？它已经可以变成无线猫了，借用你的手机网络，就可以让你的iPad、笔记本电脑等移动设备上网。教你如何让手机变成无线热点，请点击： http://ah-3g.cn/cp.jsp?id=6683,1
【阿姨帮】亲爱的阿姨帮会员，10月31日 家庭保洁已完成，消费 50.00 元，会员卡余额 800.00 元。请评价阿姨的服务。,0
20元终端特惠套餐包：20.00元,0
春舞心动低价起，五菱五一大派送！即日起至五月底购五菱宏光送3000元大礼包！五菱全系车型超低价回馈新老客户。热线60255052【荥阳方圆】,1
Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,1
"耶鲁管理学串讲于5月23日上午8:30在文化路河南财经政法文南校区(政法干校)大礼堂上课。请务必带好收据、听课证。公交28,95,6,93等",1
"Since when, which side, any fever, any vomitin.",0
好消息！现免佣代理福田路与福中路交界中心区华润万家旁彩德城转角小铺火爆发售28-64平，总价3-4百万70产权军产可贷款港台人士不限，带五厘租约，今年8月交铺，肯德基，必胜客进驻有意请来电中原地产蒋军18675587097取消订阅回复0000【中原地产】,1
您吃过真正的有机蔬菜吗?君源有机农场一站式配送到家!另有免费品尝等您!机会不容错过!品鲜咨询:白18638689327[君源有机农场],1
被灌多了亲，我先睡了……,1
美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mgp/SbXfS,1
总价150多万五居，南北通透纯板，临2万平景观绿地，公立名中小学学区房，西北五环外地铁旁，电80763377,1
联通炫铃，让等待的声音更美妙！拨1015551立即开通炫铃，铃音选择和设置请登陆hn.10155.com，5元/月，详询10010。,1
鲁商置业600223周二开盘内.线拉升，會員已提前介入，登入www.216662.com查看，电话02126683331王老师【东方证券】,1
Does she usually take fifteen fucking minutes to respond to a yes or no question,0
您有武汉市寄来快件027594047244于26日17时揽收。预计27日18时到21时派送，偏远需加时。3.24起可寄澳大利亚啦【顺丰速运】,0
Happy New Year Princess!,0
电影推荐：《赤焰战场2》中文预告片 泽塔琼斯上演制服诱惑       http://www.ishwap.com/i/1/7J8jZQ5J,1
济南市规模最大的小学初中高中文化课辅导，报名一个月提升50-200分，济南最好的师资，最优质的管理，九校区就近上课，88348878免费测试,1
"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",1
招商银行专业版证书恢复验证码：331092。请勿将验证码告知他人并确认该笔交易是您本人操作！[招商银行],0
美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mgD/nS8g7,1
流量不清零，还有话费送！即日起至11月30日，发送短信“KTBNB120”至10086开通120元流量半年包，即可一次性获得60元话费赠送，同时，还可在6个自然月内使用900M国内流量（不含港澳台）。温馨提示：流量半年包即时订购，立即生效，6个月后自动取消，流量有效期内不清零；赠送话费于订购第三个月一次性返还，活动期内仅赠送一次。该活动仅限收到邀请短信的用户参加，转发无效。,0
HR王琦楠:燕北，关于你解决夫妻两地分居的问题，我“含蓄”地咨询了一下fesco：理论上离职员工肯定是应该不解决的，但如果你这边已经在流程中了，且政府部门没有什么新的要求，我们就继续为你办完。如果有啥不可抗力，那我们可能也无能为力。,0
新老“乞丐”经验交流雷倒网友[新华]-中国移动冲浪助手:http://go.10086.cn/nd/lEq/7q2As,1
承德未来城藏品豪宅仅剩最后一期，类别墅、四合院、空中花园、南北通透两居、三居即将面世，稀缺席位，敬请把握！详询2388666/999,1
06月04日12:37，您使用支付宝付款467.00元。付款校验码：632701[任何人向您索取校验码均为诈骗，请勿泄露]。【支付宝】,0
6.11 意风家具、菲林格尔地板、宏益床垫、兄弟木门、法恩莎卫浴、马可波罗瓷砖-家具、建材超级团购风暴震撼来袭！惠战哈市！51998000,1
姜燕北先生，您个人信用卡账户临额调整成功，该账户临额80000元，有效期至2014年11月11日，当前可用额度为52504元，超出信用额度使用的款项将计入最低还款额。巧用额度理财，猛戳 t.cn/8FdmPg8 查询[招商银行],0
4位趋势交易人，5月26日上海面授-趋势交易真谛，张老师大资金趋势年化收益连续三年300以上，还有实盘观摩2天，电话13916011365,1
财富早间版：美联储主席耶伦暗示维持宽松政策美股强劲反弹；三月外汇局新批QFII和RQFII额度共约290亿元人民币。昨日两市指数成交创出近期地量表明杀跌动能有限，短期产生技术性反弹可能性较大，由于IPO重启等利空因素制约中线行情仍应保持谨慎为宜。投资建议仅供参考。【招商证券】,0
Also where's the piece,0
恭喜订座成功！04月12日 18:45四叶(丽都店)，2人座，商户地址：将台西路9-3号(近丽都饭店)，座位保留30分钟，到店请出示此短信，以免影响您的信誉等级。若行程有变，请回复01取消本次订座。【大众点评】,0
Ok which your another number,0
"Oh... Icic... K lor, den meet other day...",0
"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",1
Oh ho. Is this the first time u use these type of words,0
Water logging in desert. Geoenvironmental implications.,0
尊敬的工银信用卡客户:即日起至2015年6月30日，持新版交通卡（卡号为62开头）在太平洋咖啡指定门店刷卡消费即可享受周一至周五升一档（如买中杯可升大杯）、周末升两档（如买中杯可升超大杯）的免费升杯优惠，不限购买杯数和消费金额，详见工行网站。工银信用卡/京【工商银行】,0
【阿里旅行·去啊】机票订单37356352492申请单号为10807297的退票申请已经成功退款，退款金额为793.0元， 请查询您的支付宝帐户。 卖家服务电话： 95524，阿里旅行·去啊热线：400-1688-688,0
你的朋友(1277078540)给你发来邀请：一起加入快播互传吧，了解详情请点击http://m.kuaibo.com【快播科技】,1
"您尾号4842的信用卡03日18:55消费人民币1,299.00元。送你99积分，马上领 t.cn/8s52qAr 。[招商银行]",0
